model,image_number,image_filename,ssim,psnr
Nano-Banana-Pro,37,image_037.png,0.2391320959887041,12.449307526674161
Nano-Banana-Pro,38,image_038.png,0.24041269950413324,12.568910662058917
Nano-Banana-Pro,39,image_039.png,0.2314137414824089,12.427006555198263
Nano-Banana-Pro,40,image_040.png,0.22683448017466404,12.357553360406648
Nano-Banana-Pro,41,image_041.png,0.22353133081048737,12.137740719851147
Nano-Banana-Pro,42,image_042.png,0.21925470037804737,12.043397066188712
Nano-Banana-Pro,43,image_043.png,0.20992288589544067,11.753627459830627
Nano-Banana-Pro,44,image_044.png,0.2079664347622759,11.794595371168427
Nano-Banana-Pro,45,image_045.png,0.2029462069599092,11.744841218391446
Nano-Banana-Pro,46,image_046.png,0.1982200679946628,11.708273737102697
Nano-Banana-Pro,47,image_047.png,0.19888363581040489,11.75969157191937
Nano-Banana-Pro,48,image_048.png,0.1973021658982112,11.66915699444235
Nano-Banana-Pro,49,image_049.png,0.19190009154184337,11.574846611197723
Nano-Banana-Pro,50,image_050.png,0.19362010712047367,11.670442024165137
Nano-Banana-Pro,51,image_051.png,0.19061400417197852,11.701633043844282
Nano-Banana-Pro,52,image_052.png,0.18836615800364778,11.720738713195097
Nano-Banana-Pro,53,image_053.png,0.18205155288041525,11.550080719506203
Nano-Banana-Pro,54,image_054.png,0.18034594104482904,11.576981269725346
Nano-Banana-Pro,55,image_055.png,0.17575741411478227,11.454723478171662
Nano-Banana-Pro,56,image_056.png,0.17218169760321325,11.425569325117202
Nano-Banana-Pro,57,image_057.png,0.168763130035095,11.485092358171922
Nano-Banana-Pro,58,image_058.png,0.16361227893042685,11.472349190305295
Nano-Banana-Pro,59,image_059.png,0.16271486083159037,11.269760057772729
Nano-Banana-Pro,60,image_060.png,0.16037778580201875,11.224629648195407
Nano-Banana-Pro,61,image_061.png,0.1602389281691545,11.273369079161064
Nano-Banana-Pro,62,image_062.png,0.1562304936087477,11.338137257401504
Nano-Banana-Pro,63,image_063.png,0.16112530033020214,11.424990509610264
Nano-Banana-Pro,64,image_064.png,0.16184595956145595,11.451530306399436
Nano-Banana-Pro,65,image_065.png,0.15909116682953814,11.489509508346277
Nano-Banana-Pro,66,image_066.png,0.1603160171695494,11.575782888684076
Nano-Banana-Pro,67,image_067.png,0.16051133401071555,11.630533349983489
Nano-Banana-Pro,68,image_068.png,0.15082196511482973,11.513956436072238
Nano-Banana-Pro,69,image_069.png,0.14792317801563415,11.407738811653203
Nano-Banana-Pro,70,image_070.png,0.14705216648721112,11.441380934757886
Nano-Banana-Pro,71,image_071.png,0.14414103518784507,11.4822962298075
Nano-Banana-Pro,72,image_072.png,0.1457247140422187,11.521559792438952
Nano-Banana-Pro,73,image_073.png,0.14358421012264594,11.574379734697292
Nano-Banana-Pro,74,image_074.png,0.14495400550112617,11.590954057695335
Nano-Banana-Pro,75,image_075.png,0.1410448763594765,11.583266245605463
Nano-Banana-Pro,76,image_076.png,0.14360582041546557,11.6477585502971
Nano-Banana-Pro,77,image_077.png,0.13762309912836987,11.613641710013214
Nano-Banana-Pro,78,image_078.png,0.13763710156279754,11.61639247972973
Nano-Banana-Pro,79,image_079.png,0.13536402023960073,11.598732373224674
Nano-Banana-Pro,80,image_080.png,0.1378637478470501,11.635715611374103
Nano-Banana-Pro,81,image_081.png,0.13455352563783682,11.623383003488552
Nano-Banana-Pro,82,image_082.png,0.13515148163902402,11.647626684307246
Nano-Banana-Pro,83,image_083.png,0.12906689306414154,11.548654235986596
Nano-Banana-Pro,84,image_084.png,0.1279414392891569,11.5451158875276
Nano-Banana-Pro,85,image_085.png,0.1280780358960322,11.553551248596005
Nano-Banana-Pro,86,image_086.png,0.12835066102603873,11.53559475434676
Nano-Banana-Pro,87,image_087.png,0.13059269855172584,11.585628945956636
Nano-Banana-Pro,88,image_088.png,0.12684311167691556,11.567586245196962
Nano-Banana-Pro,89,image_089.png,0.12317791533865159,11.511260901401425
Nano-Banana-Pro,90,image_090.png,0.11800042745360356,11.422140594411887
Nano-Banana-Pro,91,image_091.png,0.11972302010033434,11.452555573745737
Nano-Banana-Pro,92,image_092.png,0.11752040799825615,11.393748213238377
Nano-Banana-Pro,93,image_093.png,0.11915537413775623,11.4158108315133
Nano-Banana-Pro,94,image_094.png,0.12005635084277787,11.442753922842705
Nano-Banana-Pro,95,image_095.png,0.12092508456061975,11.409146569381527
Nano-Banana-Pro,96,image_096.png,0.1239624031315479,11.456685141646938
Nano-Banana-Pro,97,image_097.png,0.1242346430894874,11.480582856821648
Nano-Banana-Pro,98,image_098.png,0.1259351789218627,11.49105262218522
Nano-Banana-Pro,99,image_099.png,0.12685458705820477,11.524636450577114
Nano-Banana-Pro,100,image_100.png,0.1261639451215273,11.45356832736711
Nano-Banana,1,image_001.png,0.6553505647272364,23.37689551146255
Nano-Banana,2,image_002.png,0.30410000892881695,18.200980250659033
Nano-Banana,3,image_003.png,0.2639278631812596,15.508025423338456
Nano-Banana,4,image_004.png,0.26447083645362907,14.973971124473655
Nano-Banana,5,image_005.png,0.2598317823498886,14.699238702177757
Nano-Banana,6,image_006.png,0.26282724072797764,14.558159667864967
Nano-Banana,7,image_007.png,0.2634944577397563,14.50662677967623
Nano-Banana,8,image_008.png,0.26442098686486953,14.4577468529072
Nano-Banana,9,image_009.png,0.26391273033551366,14.30975210447449
Nano-Banana,10,image_010.png,0.26646226861717387,14.256887978020174
Nano-Banana,11,image_011.png,0.2665878113081653,14.240334472939404
Nano-Banana,12,image_012.png,0.26566541101898883,14.182732159349822
Nano-Banana,13,image_013.png,0.2683204727383177,14.183217040266099
Nano-Banana,14,image_014.png,0.2727743639345429,14.121716149476448
Nano-Banana,15,image_015.png,0.27639671558747014,14.050494458566337
Nano-Banana,16,image_016.png,0.27696473935697247,13.946255434652656
Nano-Banana,17,image_017.png,0.2779506307928983,13.929375120686167
Nano-Banana,18,image_018.png,0.2833882729544914,13.943781271870137
Nano-Banana,19,image_019.png,0.28450338281995463,13.993818896925966
Nano-Banana,20,image_020.png,0.2850383277389497,13.943578931701627
Nano-Banana,21,image_021.png,0.2860048645790964,13.891409313234089
Nano-Banana,22,image_022.png,0.2876124764851853,13.800585760994025
Nano-Banana,23,image_023.png,0.28486115551747215,13.78249564584525
Nano-Banana,24,image_024.png,0.285133554606843,13.801852804754237
Nano-Banana,25,image_025.png,0.27465345007029285,13.920893336637361
Nano-Banana,26,image_026.png,0.267558489034131,13.871570271206263
Nano-Banana,27,image_027.png,0.21012711739643428,14.106842750676673
Nano-Banana,28,image_028.png,0.19295597306186543,14.100318662666325
Nano-Banana,29,image_029.png,0.19645269051267492,14.100513811844737
Nano-Banana,30,image_030.png,0.20019280436332879,14.11199772705302
